Bankrupt?, Persistent EPS in the Last Four Seasons, Operating Profit Growth Rate, Total Asset Growth Rate, Cash Reinvestment %, Debt ratio %, Inventory Turnover Rate (times), Current Liability to Assets, Total income/Total expense, Equity to Long-term Liability, Cash Flow to Equity, Current Liability to Current Assets, Gross Profit to Sales, Equity to Liability
0,0.249409095,0.848061897,877000000.0,0.369304422,0.144148502,6380000000.0,0.135633888,0.002441261,0.113027036,0.320308373,0.029884916,0.61010992,0.025383096
0,0.223882008,0.847983373,6470000000.0,0.379251891,0.151948484,7300000000.0,0.082504775,0.002327534,0.125014595,0.311689127,0.022062283,0.603536245,0.023896862
0,0.229649239,0.848205241,6900000000.0,0.385995306,0.098467213,0.00012821,0.059347926,0.002431035,0.11578899,0.314742279,0.035715926,0.613014995,0.038610706
0,0.220762031,0.88770386,5540000000.0,0.386246787,0.098074191,0.000135662,0.076817613,0.002343563,0.113452649,0.317981382,0.023554193,0.599171793,0.038776285
0,0.214711166,0.847615938,6430000000.0,0.372610931,0.123076458,7950000000.0,0.091016489,0.002246227,0.115586771,0.312756183,0.042697025,0.604297615,0.030301605
0,0.224732911,0.84802257,5990000000.0,0.383890317,0.035009221,8460000000.0,0.031093355,0.00263363,0.110933234,0.314203457,0.023630296,0.605893846,0.107833046
0,0.2411837,0.8480147,7910000000.0,0.389106218,0.158629864,0.000138337,0.149557536,0.002376387,0.110933234,0.323944567,0.035828254,0.603607721,0.022735523
0,0.199678548,0.847904743,6430000000.0,0.37580567,0.134353176,9210000000.0,0.108984207,0.001867062,0.114558154,0.320311897,0.059377325,0.586727323,0.027486357
0,0.261132646,0.84808526,8390000000.0,0.383750605,0.072195181,7110000000.0,0.071608841,0.002714126,0.111705291,0.310933659,0.02407538,0.614995804,0.053355585
0,0.222369292,0.84801403,9120000000.0,0.391919079,0.154488013,5690000000.0,0.156164011,0.002498129,0.110933234,0.322147158,0.032279338,0.598208857,0.023445564
0,0.228325612,0.848128893,706000000.0,0.380472039,0.137225262,0.000127255,0.104299827,0.002360471,0.111002777,0.31356354,0.038752073,0.609144615,0.026835929
0,0.220667486,0.848130469,6820000000.0,0.376914049,0.150104302,9690000000.0,0.072408381,0.002281267,0.120622917,0.314905688,0.028087941,0.600865756,0.024231751
0,0.193533138,0.848061074,5030000000.0,0.378087627,0.237566889,0.000100695,0.197477914,0.002125493,0.131290625,0.320838586,0.06508473,0.597347044,0.013882286
0,0.309823201,0.848055686,7800000000.0,0.386656607,0.114278804,9950000000.0,0.106244097,0.002649808,0.110933234,0.316398487,0.044893578,0.619323664,0.03288167
0,0.234281932,0.8480195,7150000000.0,0.386665922,0.152311274,5450000000.0,0.102865265,0.00242804,0.116148865,0.31355657,0.054860154,0.608351481,0.023829891
0,0.279947055,0.848036099,7110000000.0,0.388193435,0.072164948,8460000000.0,0.067378868,0.002626265,0.111809522,0.317917331,0.020503771,0.613879745,0.053383374
0,0.247234566,0.848041146,6550000000.0,0.397991878,0.144995012,913000000.0,0.141507773,0.002454529,0.110933234,0.322114571,0.027702783,0.605841875,0.025209947
0,0.220572941,0.848192159,6410000000.0,0.377547409,0.09405327,2540000000.0,0.077749067,0.002202027,0.110933234,0.310635679,0.02074116,0.61998194,0.040530478
0,0.245249125,0.848024688,7450000000.0,0.381803957,0.084923058,8200000000.0,0.079761179,0.002501601,0.110933234,0.315126893,0.023210808,0.609447774,0.04513529
0,0.239576439,0.848024076,6250000000.0,0.382325547,0.10681138,650000000.0,0.059268739,0.002526869,0.118658557,0.314849543,0.027362383,0.616540947,0.035383999
0,0.273990735,0.848030499,7350000000.0,0.384234939,0.080902137,9340000000.0,0.079410558,0.002701015,0.11191512,0.314440384,0.036828423,0.617375305,0.047458387
0,0.257161766,0.848031005,8600000000.0,0.372666816,0.09248118,7990000000.0,0.074225237,0.002627387,0.110933234,0.31746381,0.026687535,0.610269705,0.041264553
0,0.231823769,0.848046122,9130000000.0,0.376187549,0.154367083,577000000.0,0.101078948,0.002325427,0.120581093,0.314901149,0.038436108,0.613629163,0.023463427
0,0.256027229,0.84807492,8110000000.0,0.383415297,0.11715089,9950000000.0,0.116650176,0.00242571,0.110933234,0.317551355,0.044629988,0.617493747,0.031992979
1,0.199867637,0.847852264,557000000.0,0.384244253,0.188227469,5140000000.0,0.077182744,0.002030712,0.14246287,0.316686021,0.038876954,0.595046917,0.018566979
1,0.16242791,0.848034064,4330000000.0,0.390065571,0.244731989,0.000423991,0.188115852,0.002000199,0.130287981,0.31150781,0.189435463,0.595366419,0.013355245
0,0.228514702,0.848021182,7330000000.0,0.371083417,0.149439187,5920000000.0,0.094228885,0.002365885,0.118482147,0.314548512,0.041116029,0.604032977,0.02435871
0,0.226718351,0.848040863,6160000000.0,0.376224805,0.120204372,913000000.0,0.056448889,0.002337411,0.121148747,0.314408613,0.033120423,0.604522749,0.031106421
0,0.204027607,0.848053451,5840000000.0,0.374939458,0.186111195,4850000000.0,0.141037533,0.00204043,0.112111165,0.313933966,0.08542764,0.601210656,0.018819784
0,0.235038291,0.848055768,6630000000.0,0.385985992,0.065997521,5180000000.0,0.047520515,0.002454479,0.111650469,0.314689344,0.029822209,0.613146247,0.058430985
0,0.212914815,0.846405522,5970000000.0,0.380239186,0.16150195,0.000102415,0.149485131,0.002208662,0.110949135,0.315483168,0.071825618,0.601564768,0.022263578
0,0.226056538,0.847987431,6280000000.0,0.380919116,0.141790368,4320000000.0,0.126169024,0.002333694,0.11209675,0.316523873,0.042590344,0.604695889,0.02586242
0,0.207147584,0.84777021,6400000000.0,0.374632093,0.132811319,6110000000.0,0.119329313,0.002146635,0.111198597,0.316933389,0.032312978,0.601314096,0.027840527
0,0.192398601,0.847780033,4590000000.0,0.386535524,0.191311183,0.000204639,0.168766711,0.002047632,0.114369597,0.311620312,0.07516273,0.600758336,0.01820445
0,0.166966058,0.844482988,1320000000.0,0.20024403,0.183299574,0.000488383,0.191524082,0.001965081,0.110933234,0.337834049,0.042357346,0.593501869,0.01917054
0,0.223031105,0.84817789,6480000000.0,0.377770947,0.059406839,0.000111969,0.056883217,0.002598197,0.110933234,0.313135659,0.013818726,0.605409967,0.064923334
0,0.245721849,0.848044722,7160000000.0,0.374091874,0.161471718,4800000000.0,0.147298667,0.002431784,0.114168041,0.314596342,0.030916492,0.609068718,0.022271131
0,0.221802023,0.847912977,625000000.0,0.376411088,0.141790368,0.000116363,0.113397384,0.002276188,0.114472343,0.315098364,0.037900057,0.600943284,0.025864102
0,0.222463837,0.848004854,6300000000.0,0.386358556,0.166429846,0.000229288,0.091107313,0.002276595,0.127852855,0.313046468,0.040002913,0.604639382,0.021496308
0,0.231634679,0.848194842,5950000000.0,0.389143475,0.143090365,0.000189736,0.072681673,0.002286593,0.124092849,0.315559596,0.045164358,0.602866187,0.025592695
0,0.21716933,0.848030958,6270000000.0,0.383210387,0.179943768,9230000000.0,0.086065548,0.002266551,0.134621481,0.314121114,0.057390146,0.604105788,0.0195962
0,0.230405597,0.847526332,6280000000.0,0.375889497,0.054781268,8370000000.0,0.032721113,0.002573046,0.110933234,0.315977097,0.017064153,0.59695983,0.070369323
0,0.215562069,0.849691109,6500000000.0,0.37335606,0.159899628,5060000000.0,0.083303283,0.002270039,0.126684705,0.314236138,0.030533285,0.604816552,0.022526978
0,0.239292805,0.847982349,5740000000.0,0.388379718,0.214378571,812000000.0,0.160039624,0.002257613,0.132827836,0.314751127,0.054967526,0.612256451,0.015819055
0,0.218209322,0.848000019,6420000000.0,0.370133378,0.156332195,8920000000.0,0.093648401,0.002247961,0.123737579,0.312487382,0.027325767,0.605628059,0.023122974
0,0.255365416,0.848002936,7120000000.0,0.365467009,0.12455785,4360000000.0,0.081713376,0.002450889,0.117866274,0.315856317,0.021923327,0.611079214,0.029902766
0,0.226718351,0.84800516,6000000000.0,0.389581238,0.046165009,0.000478256,0.027349727,0.00249506,0.110933234,0.316277657,0.010441479,0.602867195,0.083077605
0,0.216507516,0.847964833,5920000000.0,0.377109646,0.127732261,499000000.0,0.03830065,0.002206019,0.127160114,0.31485964,0.016042131,0.612594405,0.029081512
0,0.248369103,0.848112976,9110000000.0,0.36995641,0.138011307,0.000187443,0.140803938,0.002566961,0.110933234,0.308420869,0.027357255,0.599441254,0.026667687
0,0.207903943,0.847963421,6300000000.0,0.374585522,0.229132025,566000000.0,0.126842384,0.002161109,0.152948935,0.315913948,0.047698077,0.610579896,0.014543148
0,0.220100217,0.847932353,5920000000.0,0.368140159,0.128639236,0.000140057,0.13121583,0.002262668,0.111593825,0.296293223,0.047567156,0.598372205,0.028855113
0,0.155526142,0.848079614,4660000000.0,0.380099475,0.109592768,0.000191264,0.072827085,0.002329501,0.117156129,0.331039971,0.022396158,0.597940387,0.034405952
0,0.20903848,0.847937564,5200000000.0,0.371605007,0.150225232,7550000000.0,0.141826524,0.002169032,0.113611428,0.310946094,0.033318329,0.599628542,0.024209639
0,0.253285431,0.848042863,715000000.0,0.366538132,0.114581129,3530000000.0,0.120674186,0.00261365,0.110933234,0.313648213,0.024420997,0.611498123,0.032786202
0,0.219438404,0.847956539,4880000000.0,0.393707388,0.049913837,0.000191073,0.054505131,0.00232704,0.110933234,0.316705525,0.020751251,0.599677359,0.077043695
0,0.247990924,0.848035852,6270000000.0,0.376206177,0.105692777,0.000891165,0.096170975,0.002426088,0.110933234,0.308672033,0.033265616,0.602996548,0.035782654
0,0.226623806,0.847967397,5550000000.0,0.38396483,0.097771866,0.000100313,0.076231426,0.002340038,0.112381267,0.315418618,0.043315089,0.60736545,0.038898931
0,0.209227569,0.847932588,8640000000.0,0.390978354,0.136802007,8920000000.0,0.139225569,0.002168977,0.110933234,0.316284421,0.034869304,0.596815647,0.026928736
0,0.213954808,0.847963809,7980000000.0,0.367842107,0.176980984,3270000000.0,0.083597428,0.002232179,0.135186735,0.309780661,0.039459943,0.609357984,0.019988089
0,0.201853077,0.84786911,5490000000.0,0.38720614,0.065332406,566000000.0,0.064961823,0.002138366,0.110933234,0.315022445,0.021447999,0.608699464,0.059046746
0,0.22511109,0.847989208,631000000.0,0.381599046,0.075792847,0.000117319,0.038160209,0.002404686,0.115563826,0.314487181,0.026959783,0.60328851,0.050777621
0,0.251394535,0.848012689,7750000000.0,0.35762453,0.095836986,0.000392655,0.073169257,0.002647069,0.110933234,0.309389881,0.034000939,0.604537896,0.039740434
0,0.259714475,0.848014383,6460000000.0,0.367432286,0.130967137,4660000000.0,0.108465321,0.002309029,0.114666998,0.313944889,0.035322392,0.613088355,0.028281482
0,0.234187388,0.847997043,5850000000.0,0.381934354,0.067025426,0.000149228,0.059193812,0.002520816,0.110933234,0.314055546,0.020492181,0.603825123,0.057533451
0,0.228136523,0.847979903,7630000000.0,0.374511009,0.163799619,3320000000.0,0.139223388,0.002375649,0.117594801,0.316709144,0.036546587,0.604908543,0.021903754
0,0.215467524,0.847996643,6640000000.0,0.38772773,0.175711219,0.00020655,0.176797152,0.00223229,0.112544894,0.316141405,0.059296311,0.600081529,0.020163148
0,0.219532949,0.848087484,666000000.0,0.378972467,0.113069504,3000000000.0,0.065677366,0.002306534,0.119330558,0.313102162,0.021556246,0.613311997,0.03326016
0,0.217263874,0.848557877,7740000000.0,0.391602399,0.140883393,7620000000.0,0.122891231,0.002263323,0.114554966,0.314820078,0.112515552,0.608372605,0.026051967
0,0.252623617,0.848044898,752000000.0,0.381859841,0.181878647,6780000000.0,0.069229614,0.002458456,0.140857254,0.315716533,0.040524284,0.618739654,0.019348749
0,0.243830954,0.848036781,6700000000.0,0.377901345,0.044502222,0.000337817,0.031725339,0.002562485,0.110933234,0.311936588,0.017972001,0.60865447,0.086060971
0,0.1662097,0.846683963,4830000000.0,0.379903878,0.161532182,0.000647929,0.161402608,0.002027428,0.112035253,0.308162772,0.051210853,0.597337387,0.022260373
0,0.224827456,0.848048769,6800000000.0,0.385278119,0.088430027,7550000000.0,0.048937391,0.002422173,0.116304963,0.313321321,0.025880655,0.607382828,0.043256269
0,0.242223693,0.848018241,6770000000.0,0.379913193,0.104271851,9310000000.0,0.06023762,0.002592243,0.1179752,0.31502026,0.023828521,0.617908948,0.036314843
0,0.220762031,0.848225169,0.000157965,0.35830446,0.244490129,0.00043985,0.225681006,0.002256432,0.125576539,0.310590501,0.071166785,0.604790826,0.013374223
0,0.226245627,0.848049569,7080000000.0,0.390382251,0.121655531,0.000169482,0.107947059,0.002473392,0.113765739,0.31766991,0.029338454,0.601854884,0.030697455
0,0.222085658,0.847939882,4070000000.0,0.406141723,0.131843879,0.000135853,0.12772235,0.002283882,0.110933234,0.310900795,0.025474264,0.602053629,0.028071694
0,0.221329299,0.84814348,47600000.0,0.37936366,0.082685854,5410000000.0,0.056517278,0.00225857,0.110933234,0.305728014,0.01797186,0.606841046,0.046396189
0,0.217547509,0.848041028,6550000000.0,0.375386536,0.156936844,3400000000.0,0.061052542,0.002186862,0.131330992,0.311848076,0.031261362,0.605931977,0.023022993
0,0.22114021,0.847970021,5850000000.0,0.375190939,0.174471687,5200000000.0,0.066257946,0.002260404,0.131459095,0.309809819,0.02426875,0.609624339,0.020331463
0,0.216791151,0.848038922,6280000000.0,0.369574532,0.076609124,6230000000.0,0.057859829,0.00216494,0.112620341,0.315092274,0.031337161,0.606049585,0.050214079
0,0.240238253,0.847978291,6320000000.0,0.380136731,0.140157814,583000000.0,0.114257649,0.00236924,0.115964314,0.316631181,0.027914885,0.608279566,0.026206494
0,0.224449277,0.84809706,6700000000.0,0.383992772,0.146325241,8030000000.0,0.10900061,0.002328828,0.118313581,0.317788993,0.030266384,0.604112748,0.024953465
0,0.228798336,0.848063168,719000000.0,0.382046123,0.094536989,0.000138146,0.068382408,0.002440682,0.113988441,0.316422888,0.035018341,0.610514342,0.040314098
0,0.20071854,0.847735918,5580000000.0,0.378581275,0.103878828,0.0001584,0.070998203,0.002071806,0.115673665,0.315127605,0.02673101,0.597407792,0.036458885
0,0.205918502,0.847930141,5980000000.0,0.367255318,0.095897451,0.000124197,0.07050742,0.002051461,0.114354551,0.316029733,0.049590886,0.592303706,0.039712374
0,0.209700293,0.847840629,5960000000.0,0.379540628,0.030837138,7180000000.0,0.030693452,0.002132415,0.110933234,0.316612621,0.020113669,0.6019721,0.121174588
0,0.225678359,0.847915636,4980000000.0,0.360726128,0.143725247,9730000000.0,0.12778146,0.002306057,0.110933234,0.30726424,0.039211401,0.602925664,0.025464709
0,0.204500331,0.848015794,6820000000.0,0.373141835,0.082443994,9760000000.0,0.073551257,0.001833544,0.111454252,0.324102487,0.029478899,0.581714361,0.046548423
0,0.256783587,0.848034252,7050000000.0,0.386740434,0.072497506,6920000000.0,0.060443943,0.00257286,0.11317624,0.315435243,0.020839929,0.613862955,0.053128065
0,0.233052851,0.848392782,7910000000.0,0.410966432,0.16041358,0.000104326,0.149508824,0.002462572,0.114465308,0.341175376,0.02702065,0.601158643,0.022440166
0,0.220478397,0.847974326,7480000000.0,0.376522857,0.137769447,8540000000.0,0.110371866,0.002293696,0.110933234,0.324457407,0.035000451,0.607423684,0.026719201
0,0.214522076,0.847778798,6610000000.0,0.381310309,0.14934849,812000000.0,0.121142261,0.002233267,0.111011486,0.314410882,0.053714872,0.600312987,0.02437402
0,0.185875012,0.848032946,5150000000.0,0.381980925,0.26782961,0.000101078,0.231800744,0.002027672,0.146797417,0.31132751,0.092119471,0.595706603,0.011848982
0,0.270208944,0.848004254,668000000.0,0.383461868,0.11228346,992000000.0,0.058851629,0.002471803,0.118801646,0.313148198,0.032781626,0.612684584,0.033519615
0,0.217074785,0.847954575,7190000000.0,0.368410268,0.143815945,493000000.0,0.103902887,0.002259156,0.114276739,0.315329172,0.05573746,0.60652897,0.025447932
0,0.250638177,0.847990031,7130000000.0,0.381971611,0.062732412,7260000000.0,0.054208367,0.002503408,0.111863773,0.3117172,0.022285361,0.613659898,0.061506335
0,0.234281932,0.847994631,5620000000.0,0.38496144,0.122653203,8450000000.0,0.117570786,0.002368519,0.110933234,0.309980379,0.028660578,0.604718708,0.030424163
0,0.219532949,0.847915883,522000000.0,0.372648187,0.067781238,7150000000.0,0.060741089,0.002257278,0.110933234,0.308790892,0.021299677,0.607078662,0.056894758
0,0.237590999,0.848020382,6470000000.0,0.374436496,0.108746259,6530000000.0,0.068888297,0.00241232,0.117662642,0.314783607,0.029270611,0.61385468,0.034697891
0,0.250354543,0.847989573,6830000000.0,0.383219701,0.065664964,8450000000.0,0.052878665,0.002496939,0.113212605,0.316499864,0.027268947,0.614115206,0.058730528
0,0.236361917,0.84799289,7420000000.0,0.371828546,0.084046316,8460000000.0,0.062893809,0.002484641,0.110933234,0.313558897,0.027112362,0.608572541,0.045619812
0,0.228325612,0.848072802,752000000.0,0.373225662,0.164283339,4550000000.0,0.117985066,0.002315408,0.120778662,0.316386908,0.042101612,0.613339178,0.021825655
0,0.176893259,0.8480195,7100000000.0,0.327316419,0.209964628,0.000126299,0.195317129,0.002127343,0.115883428,0.310762074,0.071772854,0.613414163,0.01623757
1,0.209700293,0.847987773,6940000000.0,0.378376365,0.168243795,7740000000.0,0.153858361,0.00226126,0.115456793,0.313812521,0.075065024,0.598961365,0.021223132
0,0.202231256,0.848000266,6310000000.0,0.380295071,0.179641443,2810000000.0,0.111137707,0.002099423,0.112443002,0.315568898,0.055238138,0.600992528,0.019635477
0,0.223031105,0.848678528,8620000000.0,0.379875936,0.103878828,0.000103944,0.061206584,0.002462549,0.116844362,0.315442815,0.030755766,0.607849446,0.036453089
0,0.226340172,0.847982397,67900000.0,0.377463582,0.072195181,0.000116172,0.030247217,0.003033079,0.116368117,0.316614444,0.031176308,0.598422387,0.053360887
0,0.21896568,0.847945822,5810000000.0,0.378553333,0.084348641,0.000120949,0.044575898,0.002267721,0.111391876,0.31589564,0.029595887,0.596804371,0.045452318
0,0.214711166,0.8481068,6960000000.0,0.379270519,0.122229948,4530000000.0,0.078961937,0.002237589,0.116934102,0.318768417,0.031391971,0.603031282,0.030535322
0,0.218209322,0.847944917,6080000000.0,0.379074923,0.064818454,9230000000.0,0.033845182,0.002331416,0.110933234,0.314442942,0.014808846,0.606603122,0.059510728
0,0.214522076,0.848060591,7340000000.0,0.373626169,0.062127762,9060000000.0,0.028080479,0.002508042,0.115179258,0.315685869,0.012201752,0.601092249,0.062111648
0,0.219060225,0.848148303,6610000000.0,0.384449164,0.056837077,8500000000.0,0.039531149,0.002279474,0.110933234,0.314589923,0.009493945,0.611016719,0.067859735
0,0.206391226,0.847846076,6580000000.0,0.373300175,0.147232216,8500000000.0,0.097982228,0.002095156,0.11951204,0.312881044,0.047403254,0.595344354,0.024774556
0,0.219532949,0.847963362,6900000000.0,0.382493201,0.083532364,8220000000.0,0.061279933,0.002368911,0.114421956,0.315437947,0.030623978,0.597935385,0.045905512
0,0.231729224,0.84803884,7420000000.0,0.381124027,0.129395048,0.000251643,0.122643726,0.002384476,0.110933234,0.313632608,0.042103215,0.603299794,0.028662236
0,0.218682046,0.84794074,9100000000.0,0.378488134,0.134957826,667000000.0,0.062175043,0.002357832,0.125133282,0.314345145,0.049408997,0.598758284,0.027346581
0,0.221045665,0.848011101,7220000000.0,0.363650758,0.09879977,0.00037221,0.104754756,0.002292051,0.110933234,0.310714124,0.022364748,0.601873665,0.038475241
1,0.185118654,0.847894955,526000000.0,0.378497448,0.153974061,0.000121714,0.117797634,0.00208869,0.114596223,0.319879043,0.042490401,0.596339133,0.023533724
0,0.20468942,0.847782339,6050000000.0,0.379475429,0.187290262,3590000000.0,0.115799558,0.00202459,0.11232336,0.314043591,0.061124205,0.595851719,0.018677628
0,0.215751158,0.847936494,6510000000.0,0.375032599,0.101460229,0.000130885,0.042780884,0.002320917,0.118989165,0.313876731,0.020789126,0.605525762,0.037388324
0,0.206958495,0.848015594,5740000000.0,0.381682873,0.070290534,0.000114835,0.028301863,0.002112244,0.116212697,0.313777254,0.033510955,0.59955888,0.054821503
0,0.214616621,0.848109271,6220000000.0,0.384933497,0.079995163,0.000133369,0.038687318,0.002063796,0.111449519,0.315535358,0.024725667,0.597959802,0.048015137
0,0.214049352,0.847970209,5810000000.0,0.382139265,0.110560208,4340000000.0,0.077836617,0.00226288,0.114401316,0.312296889,0.035018781,0.600487035,0.034078598
0,0.21698024,0.848023794,6400000000.0,0.380276443,0.066390543,0.000102988,0.036013955,0.002307453,0.110933234,0.315839704,0.015501645,0.607034704,0.058097387
0,0.208565756,0.847775904,5920000000.0,0.382251034,0.065544034,8560000000.0,0.026203987,0.002145081,0.116257697,0.314238866,0.014459778,0.59463723,0.058861002
0,0.219249315,0.848000819,8010000000.0,0.37680228,0.094930012,0.000173685,0.082344942,0.002287538,0.110933234,0.312474363,0.018427082,0.605320253,0.040145847
0,0.207242129,0.848085813,6440000000.0,0.382688797,0.153369411,0.000119038,0.095098648,0.002164355,0.121467209,0.315568702,0.056994187,0.59624536,0.023643285
0,0.209511204,0.847786856,6410000000.0,0.376737081,0.088883514,7810000000.0,0.063280904,0.002120037,0.114912015,0.315104546,0.032408883,0.594974724,0.043031599
0,0.227852888,0.848011301,691000000.0,0.380509295,0.127762494,0.000266547,0.096275403,0.00242267,0.114944455,0.315366049,0.034486601,0.601635175,0.029076857
0,0.217831143,0.848190877,7350000000.0,0.376047837,0.148925235,8410000000.0,0.070693444,0.002308221,0.127616903,0.314794018,0.046249724,0.599136713,0.024452075
0,0.221802023,0.848028841,677000000.0,0.383853061,0.105662545,0.00021725,0.105496651,0.002281449,0.111681469,0.317759851,0.024107311,0.605544451,0.035792319
1,0.178405975,0.813643479,5780000000.0,0.373421259,0.236418055,3290000000.0,0.171590325,0.002070628,0.12518729,0.314221842,0.084560832,0.604405017,0.01396798
0,0.217452964,0.849556953,6080000000.0,0.379466115,0.164404269,5920000000.0,0.133018718,0.002269588,0.111211533,0.314374652,0.067667349,0.60187021,0.021809493
0,0.178784154,0.847803573,4840000000.0,0.38108677,0.141488043,7490000000.0,0.076451459,0.002001083,0.119195802,0.313296716,0.029523193,0.597605802,0.025924789
0,0.219060225,0.847969527,6150000000.0,0.373421259,0.058832421,0.000126872,0.037384221,0.002509634,0.11360586,0.312790806,0.030861666,0.597679531,0.065549219
0,0.220478397,0.848039228,4820000000.0,0.375479677,0.04253711,0.000121331,0.019533284,0.002168363,0.110933234,0.315371924,0.008382057,0.596950381,0.089832386
0,0.222369292,0.847992608,6610000000.0,0.378041057,0.118692747,6520000000.0,0.05769018,0.002451352,0.119399363,0.315280913,0.023222097,0.598882702,0.031545194
0,0.223409284,0.848031099,6860000000.0,0.380676949,0.049067328,8660000000.0,0.037430972,0.002349997,0.110933234,0.315061142,0.013757723,0.611774731,0.078343113
0,0.22511109,0.84805885,6470000000.0,0.381375508,0.047283611,9400000000.0,0.051392317,0.002653453,0.110933234,0.315861118,0.014898632,0.600982212,0.081200582
0,0.230878321,0.848010501,6220000000.0,0.381738758,0.076518427,0.000219734,0.056474079,0.002344554,0.110933234,0.313880325,0.015617335,0.606705151,0.050264444
0,0.219060225,0.847970927,6610000000.0,0.382269662,0.152129879,9780000000.0,0.104590271,0.002205304,0.118918487,0.322811535,0.035936829,0.600079611,0.02386447
0,0.221329299,0.848033005,7650000000.0,0.376373831,0.13634852,0.000100887,0.099194568,0.002424892,0.117814763,0.315392766,0.030487529,0.59806031,0.027031186
0,0.21518389,0.847948069,7160000000.0,0.374520323,0.167881005,0.000386732,0.105218001,0.002236721,0.123333272,0.319417358,0.027718011,0.596292433,0.021280185
0,0.216885695,0.847950446,6030000000.0,0.383350099,0.11775554,6000000000.0,0.096124866,0.002324159,0.114993162,0.31181786,0.045471451,0.597213545,0.031815381
0,0.228231067,0.847988067,8880000000.0,0.344361238,0.20440185,0.000511503,0.197559376,0.002450345,0.115627733,0.321913459,0.038930948,0.59580004,0.016787398
0,0.21896568,0.848031452,5660000000.0,0.396799672,0.062188227,0.001688512,0.066626178,0.002284383,0.110933234,0.316546582,0.014602561,0.600606842,0.062044015
1,0.219249315,0.848062509,664000000.0,0.369565217,0.185143755,0.000104899,0.100474989,0.002296499,0.132286654,0.313500273,0.025786033,0.602443032,0.018940869
0,0.217736598,0.848052651,6360000000.0,0.385604113,0.156332195,5730000000.0,0.130254225,0.002402792,0.110933234,0.31466206,0.064245187,0.600930772,0.023125831
0,0.191169519,0.84737073,5360000000.0,0.382912336,0.211869275,661000000.0,0.065121132,0.002088759,0.13806074,0.315226092,0.026406365,0.605626809,0.016055254
0,0.216602061,0.847955575,6930000000.0,0.37136284,0.077032379,0.00016031,0.058945476,0.002439754,0.113490823,0.311733723,0.035209592,0.595397187,0.049925083
0,0.219532949,0.84795414,6630000000.0,0.378180768,0.046467334,0.000117701,0.026758361,0.003150993,0.110933234,0.313996758,0.007623635,0.594630226,0.082579704
0,0.214616621,0.847855758,7380000000.0,0.378609217,0.115336941,7890000000.0,0.073591941,0.002273465,0.116525147,0.319578383,0.025446128,0.595125405,0.032548854
0,0.222558381,0.848045051,6540000000.0,0.375470363,0.043595247,8880000000.0,0.031904231,0.002422588,0.110933234,0.315201145,0.015517469,0.611009033,0.087776215
0,0.224165642,0.848003254,7610000000.0,0.380947059,0.045318499,8710000000.0,0.048034853,0.003063457,0.110933234,0.318596739,0.014368846,0.598173358,0.084586155
0,0.226623806,0.847997831,6470000000.0,0.378190082,0.057532424,0.000174068,0.035142493,0.002338842,0.110933234,0.314724607,0.009141519,0.607669491,0.067036367
0,0.230405597,0.848027311,5890000000.0,0.383424612,0.136046195,0.000131458,0.090854138,0.002514899,0.118043876,0.315048644,0.026857309,0.599021216,0.027099783
0,0.207431219,0.848138528,5630000000.0,0.378180768,0.143664782,8310000000.0,0.144736506,0.002144557,0.111320912,0.307838343,0.038431676,0.596181843,0.025476763
0,0.218114777,0.848015018,6180000000.0,0.379438173,0.164827524,0.000432016,0.145759304,0.002260672,0.113454195,0.31723492,0.037668592,0.596021505,0.021743083
0,0.215278434,0.84789579,7120000000.0,0.375116426,0.113311364,7600000000.0,0.091126054,0.002251793,0.115021632,0.314784199,0.040643851,0.595751918,0.033184374
0,0.21896568,0.847944964,4600000000.0,0.382856451,0.17510657,0.001198028,0.110052819,0.002298601,0.12807172,0.311411061,0.024082826,0.59466133,0.020246336
0,0.20090763,0.847947575,5660000000.0,0.362374725,0.071681229,0.003182512,0.077320064,0.002110513,0.110933234,0.311300024,0.019379016,0.597246238,0.053752868
0,0.22728562,0.847984832,6040000000.0,0.379577885,0.045923149,577000000.0,0.026392338,0.00245539,0.110933234,0.316101449,0.012146666,0.610098485,0.083530618
0,0.227663799,0.848009748,6000000000.0,0.381729444,0.093599782,2430000000.0,0.082711002,0.00242137,0.113176998,0.314210707,0.036021708,0.618060229,0.040744681
0,0.21915477,0.849191295,6330000000.0,0.383163817,0.116818333,5640000000.0,0.107997756,0.00228093,0.112728979,0.317579853,0.042493956,0.609499302,0.032093781
0,0.219343859,0.848135281,5970000000.0,0.382306919,0.116243916,2980000000.0,0.078755488,0.002311246,0.117336984,0.312812274,0.034027412,0.610906292,0.032270024
1,0.196369481,0.848023088,5310000000.0,0.376690511,0.133990386,4170000000.0,0.125591759,0.001937704,0.110933234,0.313262772,0.085528934,0.590940332,0.027570751
0,0.229554694,0.848001995,6610000000.0,0.38072352,0.033346434,5410000000.0,0.021094118,0.002560904,0.110933234,0.311858609,0.01322873,0.615380199,0.112744213
0,0.203554883,0.847675122,5370000000.0,0.381710816,0.121836926,2540000000.0,0.100929624,0.002042423,0.114643617,0.315225667,0.061580719,0.609085076,0.030642681
0,0.215278434,0.847996019,6850000000.0,0.381058828,0.119478792,4950000000.0,0.07628436,0.002268768,0.118208343,0.314976837,0.034088086,0.607200805,0.031309825
0,0.209794838,0.847939846,6070000000.0,0.379764167,0.113099737,2680000000.0,0.084914192,0.002194176,0.115639656,0.315441046,0.043638669,0.609096493,0.033255702
